V1,V2,labels
10.57878,6.307686,0
5.52815,14.12427,0
12.48016,2.728922,0
18.10028,3.891689,0
11.17125,11.10063,0
14.58538,25.99213,0
27.21567,-1.980637,0
-1.40271,22.3755,0
-14.66871,9.792318,0
28.25157,14.28507,0
2.688756,3.029997,0
9.58344,12.00506,0
3.65772,1.649871,0
3.575705,14.80241,0
34.62557,4.384648,0
36.12292,12.05849,0
12.56065,-4.733039,0
37.48364,34.12808,2
1.915274,22.28056,0
18.14029,3.569117,0
-1.214981,-3.318584,0
7.646434,29.92259,0
-2.844509,13.71118,0
14.62733,16.4933,0
-0.3742695,15.06495,0
10.15795,13.33612,0
19.4574,11.29307,0
-6.23644,9.581524,0
0.2870638,6.756246,0
7.025387,8.299629,0
6.205405,29.41931,0
12.37304,4.152157,0
-8.001964,15.62843,0
9.879504,13.94365,0
12.83222,20.98375,0
10.71142,18.59333,0
10.09704,9.915216,0
17.89963,6.451302,0
-6.720686,14.99367,0
3.712734,7.361372,0
-16.22395,17.81785,0
8.71418,24.10122,0
17.05254,5.227864,0
-14.69171,31.79987,0
7.943416,10.26803,0
14.00498,21.54721,0
-1.302871,2.063343,0
-0.7624772,7.001412,0
21.54626,21.13478,0
1.232726,12.78234,0
1.602791,2.210584,0
-6.679344,12.61919,0
-6.89254,2.942795,0
12.32427,22.68294,0
21.02468,26.13788,0
6.443124,-3.984948,0
22.39199,13.58907,0
18.06598,2.753522,0
8.136961,22.73404,0
13.14208,24.21235,0
11.51451,15.92228,0
-2.505605,15.30741,0
3.29959,13.2484,0
-4.795219,1.21583,0
29.08478,10.30137,0
5.12492,4.627426,0
17.06078,9.965354,0
-0.340825,11.85959,0
15.29532,9.07695,0
6.39995,23.04672,0
14.52243,17.69336,0
28.85673,4.007334,0
10.77192,5.787269,0
7.428645,15.77705,0
-6.637651,14.04711,0
17.08812,8.223101,0
15.07757,-13.68943,0
-22.15215,9.511638,0
5.04531,1.784843,0
-2.521792,-7.60383,0
32.85505,0.3210041,0
6.070759,5.579687,0
3.508814,-3.738329,0
9.818843,2.407706,0
11.93353,18.78467,0
2.850058,-4.31489,0
5.20408,6.957638,0
13.56349,9.16074,0
2.631175,5.677225,0
6.517994,-0.974309,0
15.80081,19.64233,0
14.07388,-1.577052,0
-3.888388,0.4062882,0
18.69151,10.06134,0
21.0912,26.45951,0
2.459292,6.838326,0
6.513192,-0.7243317,0
24.3063,14.39751,0
13.94559,0.7581209,0
-2.664707,-6.36948,0
8.106246,0.4920085,0
17.07317,25.84198,0
6.049433,22.92962,0
23.94025,27.27981,0
-7.401308,-3.555808,0
2.926755,22.41698,0
-2.774311,-21.36068,0
-3.094624,16.60375,0
15.66338,18.60818,0
22.3694,20.29701,0
-0.984013,23.2461,0
28.63485,4.79718,0
21.88014,12.66741,0
-3.621506,4.750143,0
12.52111,8.46408,0
-22.49599,0.1392916,0
17.33361,3.268888,0
-6.884011,-1.824905,0
10.21154,24.45211,0
12.14809,12.06576,0
-1.924867,-0.1361344,0
21.60187,10.23303,0
15.66342,13.89372,0
15.0212,9.187742,0
13.60186,16.88655,0
4.554105,37.17632,0
12.56063,7.900061,0
-11.53464,11.63952,0
24.58798,1.860825,0
-8.381909,14.35407,0
-6.114265,7.363373,0
-5.19861,12.78676,0
21.17985,10.36981,0
6.734995,23.19933,0
10.19698,15.43111,0
12.04076,17.23649,0
25.86829,2.396404,0
-5.335044,7.578044,0
9.824228,6.06933,0
14.24967,27.39351,0
5.553391,13.30626,0
9.224884,-2.702723,0
16.72743,15.95237,0
13.19714,14.47518,0
13.47672,-4.123874,0
6.28349,11.55091,0
15.38618,-8.226192,0
10.96815,9.922543,0
14.3925,3.203174,0
22.91966,20.66688,0
12.9942,15.3486,0
24.38812,18.26395,0
-9.467832,0.6434593,0
-5.988947,22.67049,0
-1.766619,18.50818,0
-2.997209,15.36209,0
-2.980586,14.54187,0
19.18525,12.05587,0
18.62052,-6.348775,0
4.541831,3.586799,0
2.029832,35.52395,0
18.08133,6.853875,0
16.55184,29.25978,0
20.81487,0.2041338,0
4.773241,11.55061,0
17.54123,24.48917,0
11.232,27.95659,0
19.88413,3.37349,0
-3.511829,6.03616,0
19.83789,5.660164,0
21.5811,2.308901,0
12.77548,11.26171,0
-3.640386,-8.611116,0
22.1939,13.67507,0
24.52809,3.520373,0
-2.055682,19.0635,0
22.10497,10.32231,0
11.01341,25.31104,0
19.34416,17.96907,0
-3.011348,22.65403,0
4.864152,-1.24612,0
-12.93381,4.052313,0
-3.225042,2.066012,0
27.51631,9.72616,0
15.95689,0.2902336,0
5.763955,18.51403,0
24.53113,23.72683,0
12.13776,-1.241701,0
-6.742276,10.8888,0
1.712732,14.68423,0
4.114345,23.43694,0
24.57423,17.20925,0
12.09148,-2.061826,0
6.380095,19.50401,0
15.4881,21.71908,0
3.572731,-3.078149,0
26.35669,20.47212,0
14.78471,23.34586,0
-1.279279,0.9330042,0
0.01129247,8.008012,0
5.984768,1.961941,0
8.858572,17.18472,0
19.37649,2.122504,0
9.10579,19.51155,0
9.643453,6.241649,0
-3.109174,18.91863,0
10.541,-3.394954,0
4.573325,11.78297,0
22.98676,10.07359,0
-10.77961,14.08271,0
5.63292,18.08959,0
5.782557,12.32168,0
27.1903,10.58244,0
8.92082,30.34188,0
-1.781047,10.98773,0
-0.7274996,-7.879213,0
23.33998,16.66643,0
16.00585,1.374964,0
22.97108,15.7172,0
8.993785,-9.014578,0
8.249774,-2.679776,0
5.368688,12.60516,0
25.45515,22.22258,0
16.10149,11.38547,0
25.9423,5.396589,0
13.96851,23.8073,0
1.059773,2.482886,0
11.19896,27.34923,0
10.01848,12.379,0
-5.964017,14.30957,0
14.69272,13.94027,0
5.162226,-3.949188,0
16.13654,2.491281,0
-8.427487,17.28569,0
17.46026,23.52985,0
4.839787,2.035094,0
24.78075,8.787683,0
3.28531,-2.704306,0
1.317184,13.35289,0
5.000647,13.50562,0
-2.902717,2.24029,0
12.86082,12.72926,0
6.369858,11.56653,0
5.91316,24.22981,0
-4.098757,-5.008349,0
-0.7625945,18.5798,0
15.58506,11.27319,0
5.403196,11.22043,0
-1.124667,31.28172,0
6.120589,10.16824,0
6.07585,31.16029,0
-8.399909,8.830895,0
36.17882,-22.1776,1
2.199297,12.84548,0
8.845364,21.62596,0
-14.18104,1.871214,0
34.64086,11.64993,0
-0.7696695,8.42469,0
-6.12447,23.05465,0
-14.65142,10.9695,0
11.58703,14.49658,0
0.8204501,10.62322,0
28.5049,10.30336,0
-8.36784,4.386019,0
32.45148,7.488423,0
6.733568,18.12497,0
10.64451,16.76856,0
3.219324,19.57019,0
10.74578,27.00378,0
4.207717,2.851358,0
13.87413,13.78015,0
-10.31962,15.46054,0
11.65267,1.74313,0
25.78439,2.961885,0
12.48763,18.15628,0
7.276056,14.08258,0
9.188286,18.24487,0
7.066136,17.03944,0
2.462034,7.644942,0
12.10048,15.32802,0
-0.531199,13.14534,0
10.19152,5.414252,0
8.34839,17.09359,0
-7.409304,15.4642,0
15.99423,13.51288,0
-6.608865,-0.9393074,0
13.86558,6.094001,0
24.64994,6.494246,0
20.51858,17.59508,0
11.26143,2.013683,0
5.034868,7.499159,0
1.19408,23.50754,0
13.19178,12.76363,0
9.728273,11.80716,0
13.9332,15.7472,0
18.43648,12.18253,0
12.60749,32.6225,0
6.429051,1.972634,0
12.33216,-14.73958,0
17.02514,8.819268,0
39.89024,23.99687,2
20.98933,17.29635,0
11.65338,-5.657587,0
15.09138,25.02662,0
11.22707,-8.075131,0
10.76558,-4.988425,0
3.910868,18.41193,0
9.769555,15.26871,0
12.98944,5.868339,0
15.62113,6.474136,0
10.13399,-2.499796,0
1.27228,6.644602,0
28.93972,2.331538,0
-10.50514,20.75097,0
0.2242924,22.1642,0
23.20978,11.40963,0
17.61025,1.974165,0
7.37956,-5.537147,0
10.10124,5.680655,0
18.15361,9.892188,0
21.83601,26.09115,0
19.94091,14.92146,0
-1.475135,8.28278,0
-7.943031,-3.830219,0
11.30458,8.819062,0
20.7643,6.118451,0
12.46828,7.275093,0
16.64017,1.672324,0
-11.45466,7.741682,0
7.891755,-8.190833,0
5.29503,24.11116,0
6.695052,20.8704,0
5.536268,15.65921,0
-1.786147,18.38471,0
10.10925,19.37812,0
12.36446,25.65443,0
24.26076,6.211672,0
-2.913374,-0.5345634,0
19.30486,14.99081,0
-7.134083,-5.31856,0
6.658128,-0.8207126,0
13.56779,3.181591,0
9.165157,12.44468,0
16.57652,19.44045,0
13.04035,25.82305,0
12.10189,-7.604383,0
3.820956,7.389069,0
10.48589,11.97492,0
15.89318,17.60414,0
4.465372,18.83929,0
6.583345,25.99912,0
-3.657566,8.821053,0
9.940546,-12.20743,0
28.13562,-7.671818,0
7.351463,3.724133,0
25.14936,4.756451,0
-6.347524,11.70047,0
8.469816,1.854826,0
15.9227,21.05449,0
13.16243,22.88495,0
6.61163,7.602462,0
14.55212,-1.466516,0
5.984364,2.761451,0
-2.990747,18.67975,0
10.47763,13.9604,0
15.70686,3.711452,0
31.10299,3.897385,0
-0.2682848,14.07392,0
15.77137,3.525233,0
-4.961974,27.05419,0
10.78593,2.022093,0
18.0671,31.1079,0
7.007197,16.15708,0
5.324583,16.39802,0
25.69982,3.056635,0
20.72,23.58926,0
2.090151,9.11213,0
14.57106,-6.990855,0
15.51143,-5.554229,0
25.34928,25.96264,0
-2.523716,6.682418,0
-0.2446706,-0.7271909,0
-3.787227,2.679385,0
4.146919,13.84954,0
3.629787,-4.12287,0
27.08326,19.22561,0
9.194675,18.3967,0
12.34312,2.642345,0
7.808154,4.437537,0
11.60988,7.291999,0
5.989497,8.107,0
4.259952,9.585877,0
16.38846,16.90853,0
5.568457,7.260552,0
22.8137,7.456842,0
14.04878,15.9274,0
3.027084,7.60309,0
18.73794,0.02478778,0
28.05616,31.56779,2
-0.3963638,-3.104964,0
-1.199626,12.69042,0
0.7270734,2.26189,0
27.09159,15.82479,0
8.936564,4.499611,0
18.23345,15.64262,0
-0.429218,2.211029,0
15.6607,19.98972,0
14.23374,15.76271,0
5.829822,10.34468,0
4.230915,1.735521,0
12.19179,15.03855,0
5.103175,3.64185,0
7.08866,6.2657,0
0.01341287,14.39395,0
16.07051,12.18371,0
31.6029,8.55297,0
-14.94727,16.5969,0
38.0434,2.138592,1
24.30645,7.067761,0
29.12768,5.911166,0
2.734299,9.551941,0
5.490974,15.10988,0
25.76946,3.324707,0
15.67774,28.04655,0
27.45951,4.004603,0
6.71577,17.91905,0
4.453012,4.265516,0
21.77856,12.28597,0
12.709,12.25582,0
6.460027,2.503197,0
-8.207786,27.72911,0
9.914433,14.1201,0
14.48534,4.178134,0
15.60438,1.94312,0
-1.809368,9.6628,0
16.42695,-3.171427,0
6.084253,10.33377,0
8.627294,-2.30743,0
14.28665,3.929615,0
-11.54532,-20.01888,0
5.575772,10.67374,0
-2.537058,10.25853,0
20.09051,9.33872,0
-8.85235,13.48051,0
4.209417,17.80107,0
10.57944,13.80524,0
1.86462,11.39824,0
10.84852,18.48534,0
-0.7703359,24.88074,0
14.36989,10.3415,0
1.489437,-4.19631,0
26.44959,3.562471,0
-4.266789,3.653826,0
8.976836,18.40393,0
20.77485,13.18247,0
27.63714,19.13911,0
16.29336,8.550992,0
16.87829,14.83276,0
16.82551,9.976617,0
5.165351,6.9856,0
50.97437,19.26007,1
-0.1216837,14.11777,0
-8.032165,11.65195,0
-0.7711908,9.478467,0
7.822278,4.63563,0
-2.542693,31.29946,0
12.41543,10.05657,0
10.44706,6.147121,0
10.02766,15.33033,0
15.52898,5.241399,0
9.747575,11.99029,0
19.98159,14.5416,0
18.36432,-4.59378,0
13.22721,7.873434,0
-0.5568769,6.233604,0
7.476011,16.64447,0
-2.541061,16.41452,0
14.30498,11.84888,0
3.967357,20.72875,0
0.2271643,29.08483,0
11.57322,14.5351,0
2.318771,19.85869,0
1.748142,10.93859,0
17.78253,4.558752,0
-4.290225,4.425946,0
16.53104,4.671925,0
7.546088,10.27894,0
13.15203,8.540096,0
0.5304746,18.33461,0
21.35885,27.10033,0
-0.527498,17.29681,0
12.94586,12.23683,0
20.56008,-0.5277433,0
0.369141,-4.90859,0
10.88581,-2.084885,0
1.047853,14.6625,0
17.28469,1.17794,0
8.224514,18.21265,0
18.79663,1.558912,0
2.294629,11.46264,0
13.16382,15.70806,0
11.96874,22.31844,0
18.1468,1.836594,0
6.30985,10.4237,0
12.49809,13.02343,0
6.254294,28.35686,0
20.57987,19.25847,0
-0.675866,6.132365,0
-2.52902,29.84877,0
2.531129,31.62439,0
16.98884,14.57923,0
2.599834,20.39453,0
6.326382,0.826507,0
13.8971,7.50579,0
-5.493487,19.43579,0
21.96003,24.61082,0
7.303667,2.841022,0
22.35765,1.493998,0
2.104918,5.705926,0
26.18462,-9.62667,0
20.80766,10.34603,0
10.57028,34.39865,0
-7.880563,13.95659,0
6.534681,16.05914,0
6.421189,22.4082,0
2.536329,2.955975,0
17.02943,29.76824,0
-0.4862341,12.23679,0
1.188364,8.102704,0
-3.906957,5.578883,0
5.441873,5.874897,0
18.66013,-4.470882,0
13.33514,3.557717,0
24.12527,18.52547,0
12.98691,17.43439,0
13.35877,9.173119,0
13.41857,-0.07619125,0
5.224356,22.71993,0
10.34212,16.27103,0
-0.3693704,11.25666,0
12.91639,31.99353,0
0.9090181,24.91849,0
-1.409272,9.203924,0
-4.365977,16.91661,0
10.25595,22.35262,0
12.43669,10.23768,0
-1.170456,15.72802,0
-6.229601,23.02026,0
9.663633,25.29418,0
9.05127,12.58227,0
0.8767106,20.08131,0
4.492934,16.61764,0
15.53079,10.37215,0
0.789848,22.08501,0
15.88278,10.7026,0
15.65385,1.855822,0
7.006049,1.034778,0
18.06041,-0.4099859,0
19.50145,22.84672,0
14.34475,-0.5536328,0
6.584492,24.95815,0
0.721706,16.4536,0
8.034842,9.826132,0
22.07318,10.31959,0
8.20879,16.10261,0
-0.6540285,7.41859,0
33.90343,3.274898,0
15.55832,13.55292,0
7.387878,15.86786,0
5.051225,16.53437,0
5.229687,18.39176,0
9.339954,9.981995,0
14.02917,2.41937,0
3.084545,30.35293,0
-9.022234,3.566726,0
8.187902,10.07435,0
4.389926,10.11696,0
17.49107,9.631412,0
25.94192,6.535813,0
14.06103,2.905847,0
4.658055,-5.764765,0
19.84404,19.12729,0
15.56143,9.62353,0
7.178256,14.85566,0
22.64227,4.81697,0
-7.804288,-1.111585,0
-5.118906,7.387376,0
6.152764,14.22517,0
8.551857,24.93599,0
3.134369,-6.632367,0
-1.164893,18.86306,0
48.1905,56.00667,2
48.32863,76.0944,2
31.44145,62.66712,2
37.60916,64.75492,2
52.68577,71.53609,2
48.723,83.29384,2
31.85518,59.35438,2
55.55334,57.31956,2
29.06337,49.34992,2
50.45302,78.01416,2
33.5429,51.27797,2
45.11086,46.34557,2
43.73054,67.13846,2
55.90229,44.41355,2
35.51136,63.02239,2
36.66438,60.00177,2
39.22292,42.76795,2
25.76358,72.0769,2
42.31278,66.04035,2
46.66542,58.45405,2
57.76221,50.79996,2
53.64062,53.19439,2
55.59307,72.58209,2
34.6382,62.93818,2
68.81378,49.40914,2
38.22668,55.08212,2
42.41835,73.77797,2
44.42384,52.0499,2
32.44594,52.46474,2
43.85302,49.00594,2
52.93561,51.52707,2
46.05927,70.18995,2
44.43309,58.9645,2
53.3247,66.99565,2
54.93488,52.0303,2
44.00335,60.1725,2
38.54234,53.11563,2
26.89144,60.17693,2
27.22742,47.07473,2
24.60301,58.44653,2
45.18391,69.45772,2
35.58807,73.17408,2
28.12908,44.06283,2
39.83815,48.70388,2
40.05444,79.05227,2
54.45572,49.34488,2
58.99003,59.51809,2
47.31255,47.80124,2
46.05767,70.08161,2
51.1862,60.57783,2
58.01157,62.87727,2
31.05124,61.88555,2
32.63545,43.24568,2
59.21907,75.16453,2
40.6654,81.79757,2
35.82676,67.83398,2
49.35519,75.29319,2
57.81302,55.61863,2
36.07083,51.26997,2
33.88886,48.83694,2
38.75301,68.91596,2
44.30184,53.37654,2
43.40867,62.64091,2
36.25078,46.24887,2
35.66046,40.16179,2
44.1886,74.18132,2
42.35297,68.86938,2
59.72761,71.64868,2
41.7742,74.69192,2
39.48583,58.30032,2
46.18587,49.02519,2
32.8916,50.17133,2
31.03531,72.2532,2
47.2611,67.1427,2
43.63065,63.04766,2
43.20379,57.58694,2
34.45682,54.82336,2
36.08501,68.00059,2
55.93224,63.07734,2
30.01013,67.8034,2
40.17444,50.23319,2
40.51248,61.16069,2
44.84228,59.17143,2
44.95826,65.09772,2
49.34734,52.56688,2
24.18327,63.48712,2
41.57294,48.41452,2
36.97141,65.02328,2
39.83944,49.22476,2
39.42764,46.07249,2
33.85577,58.8609,2
32.44452,46.98045,2
35.12357,78.56973,2
36.99186,63.62753,2
44.04283,69.94757,2
47.66477,59.80407,2
46.3599,59.65952,2
71.56261,53.91534,2
28.92869,46.33052,2
47.19929,41.39569,2
48.15507,83.98581,2
48.4477,54.65174,2
35.18339,68.19836,2
52.26128,50.64056,2
35.77592,62.37214,2
43.37792,60.65264,2
40.40879,53.21294,2
46.39126,64.80002,2
61.87996,62.7935,2
18.99094,54.79462,2
35.54591,64.34436,2
50.37548,68.05591,2
54.54673,60.98913,2
44.13707,53.40706,2
45.55372,70.63025,2
45.68042,41.9937,2
55.04569,48.46728,2
37.81383,42.24533,2
33.56491,78.10993,2
19.2699,67.18515,2
37.28481,37.79198,2
39.77556,44.83249,2
35.46314,70.30631,2
40.41439,65.25805,2
26.7135,60.60958,2
40.50345,57.22231,2
29.83138,55.35326,2
40.04233,60.38692,2
40.95189,51.6069,2
51.68887,52.47176,2
24.69499,50.50501,2
62.78684,55.41728,2
21.08624,48.07032,2
22.0205,45.01294,2
41.01136,45.20848,2
41.47629,49.69875,2
43.15526,69.96187,2
29.06922,31.39812,2
33.97264,58.3128,2
35.58473,46.37667,2
31.52146,61.44991,2
38.50949,54.9348,2
48.51959,45.1665,2
51.80655,48.92263,2
59.93333,41.36604,2
37.52437,65.41436,2
41.38512,58.3734,2
59.89985,45.3802,2
46.32288,49.54236,2
45.69158,60.92593,2
36.79516,78.20391,2
30.70871,70.33036,2
51.97064,80.70323,2
50.47091,64.8867,2
52.55752,66.85835,2
38.0208,75.94703,2
47.81833,58.65439,2
45.85127,67.85252,2
51.34424,68.26302,2
37.33317,67.98247,2
45.61133,63.20619,2
31.50764,65.71172,2
28.51895,73.79701,2
50.74807,53.57638,2
39.53701,69.93832,2
49.56372,68.6858,2
57.41644,42.79595,2
35.55559,58.52347,2
42.96314,37.97548,2
41.98642,55.80981,2
32.55532,46.44257,2
32.34528,60.57506,2
24.44857,51.36618,2
39.53357,64.53082,2
28.80983,55.80426,2
39.83018,55.04155,2
39.42011,44.53216,2
42.75812,66.42826,2
23.17606,56.86704,2
25.55901,68.7241,2
18.26403,40.02327,2
30.70777,63.31014,2
49.43437,79.62605,2
41.15351,60.28376,2
36.17541,65.56798,2
44.08116,51.84447,2
43.27453,68.85571,2
49.39423,60.62898,2
50.53357,46.03307,2
42.95269,71.277,2
30.57404,76.27772,2
35.20991,69.40798,2
39.5469,58.25396,2
40.54202,68.29326,2
42.14727,63.224,2
39.30898,55.78019,2
50.05859,57.09342,2
43.67538,63.21723,2
39.79353,43.73809,2
43.44539,50.19695,2
41.67813,55.28962,2
48.594,69.64589,2
38.46082,61.08416,2
53.26524,63.82018,2
49.0517,66.49995,2
39.31737,67.48604,2
41.24618,49.47654,2
37.88715,59.91647,2
41.14622,63.44699,2
32.52164,73.23534,2
41.10812,44.68184,2
25.34895,55.25141,2
41.9661,60.38896,2
40.65187,61.11229,2
31.38396,66.525,2
59.78578,38.49133,2
31.3399,63.09048,2
40.92554,60.43771,2
29.67727,66.38073,2
32.59683,33.86709,2
20.88727,56.18753,2
37.8447,51.01321,2
40.57783,69.06488,2
59.67326,74.55562,2
36.6854,50.43604,2
45.94,57.68176,2
64.98144,79.71206,2
36.98331,65.35463,2
45.67468,55.15185,2
37.51643,49.06353,2
51.32067,56.63374,2
46.13968,46.26812,2
46.3057,50.07933,2
58.78482,35.37284,2
24.40643,58.87376,2
