Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Area Population,size,Price
78633.97376,5.534606769,7.531143012,43728.80349,182.2113385,1555320.5
52202.85372,6.130693819,4.414380866,42165.81246,78.72204564,404976.3659
67980.38878,5.437061186,6.159705222,25909.0792,133.3617649,1073183.76
78568.44916,5.52426268,6.291600796,41016.64709,172.9552372,1422195.879
55472.65483,6.177852864,5.855972309,15353.95643,151.0319502,340605.2113
67579.23479,5.026780996,7.754357545,21762.94969,240.3650243,1170959.526
61456.1507,4.117045674,6.417572622,30821.41209,170.116337,942838.1647
60815.39039,3.82987147,7.984335122,31233.64935,208.4384159,1401613.92
51217.18116,5.615158593,8.776160034,47089.47508,233.6562392,1175504.486
63027.67471,6.144031879,5.580905937,35991.72064,114.2608735,608794.2467
62484.8553,4.503348534,7.322709774,26882.65179,153.865442,946943.0362
73923.46627,3.994494215,7.135063347,58745.31203,190.6662991,1819900.637
79737.60976,3.684042073,6.611096005,28307.31433,165.9459663,1463130.273
63890.47157,6.027693432,7.916386397,43416.49782,159.5667146,1252391.18
67310.03695,3.806207011,7.760732555,43310.61243,159.9806765,1714445.175
73145.73022,6.903482757,7.254217433,49463.37888,163.1531274,1291759.393
86924.35877,4.167060301,7.738295553,28719.41089,197.2353832,1809154.289
74384.10563,3.588513429,5.164865476,17117.44367,130.3398602,1200539.361
67477.78818,4.376471707,7.91617166,29763.92535,218.7455267,1300265.21
71202.95692,6.681130867,6.634954066,34207.39721,171.8922144,997448.7281
85845.3178,4.256347039,9.468766369,46477.67868,251.2815234,2152959.409
72138.87048,3.836359065,8.485778263,35799.63827,218.9710075,1629983.847
44806.00516,6.505429472,4.725325117,57390.89007,80.27997094,497579.4466
67504.17846,5.670201491,5.894411949,37441.12054,129.8327375,890112.5493
74706.10053,5.996672236,5.661064127,39680.60932,122.6256726,1064685.699
68898.34591,4.212351471,7.871352644,39515.57156,181.4076274,1530124.016
58118.01816,2.862785529,5.650900286,35598.39044,141.7020727,1246246.828
77643.28309,4.929884078,5.381038359,35512.25505,153.3374497,1240754.932
67769.82559,2.925306332,6.761631408,33254.60341,150.5521942,1760734.69
74411.05989,5.465372456,7.210123361,43537.50295,152.3004579,1393746.76
73101.0788,6.895870077,8.920333221,29497.97129,239.3983761,1172385.898
58708.41716,5.916138964,6.262825884,15969.92604,179.7349969,483986.109
63876.05991,3.919780674,7.187432975,38052.87644,176.9641523,1388530.157
68343.15409,4.60755621,8.425112895,40653.87007,215.5194429,1721739.384
73064.97996,5.005937201,7.204368895,30699.33971,187.8923252,1276448.792
67367.26808,4.225289191,6.690894899,32547.27253,166.5434191,1161742.677
66547.18175,4.649327958,5.305000412,16741.96499,141.2727092,786407.9451
73313.54538,4.585276764,8.492901229,37808.99667,221.1239523,1604920.973
47681.36173,4.109491776,7.788267986,50908.97891,156.5244436,1230149.137
67910.94913,4.554148093,6.675937268,31379.78297,184.6946455,1051644.554
69277.89125,4.857408319,7.811724471,43717.91309,178.2120162,1415073.614
67946.71468,5.596824327,5.671136343,35197.94257,129.1514173,1043483.915
90975.11327,6.259316965,8.320351986,44426.21365,172.1148522,1544379.748
61885.54644,5.594734031,6.91419577,48726.9513,179.5321514,1352135.967
69401.84722,3.957645005,8.097044285,29293.07405,221.3166614,1505727.431
72969.12127,4.811424274,8.076943604,31755.72136,179.2389691,1416965.979
75582.45976,5.493526571,6.774986419,31946.30387,184.0999188,1046721.976
56241.22677,5.376912984,6.818670754,32745.36812,194.6566283,939040.0036
79412.83547,4.912639831,7.481321112,17568.73376,204.0561724,1383031.332
79618.23685,6.433833899,6.669888411,29636.50711,153.4231534,1072503.238
67019.07405,4.512056833,7.3313301,24997.10871,199.2046906,1134397.758
56063.48087,5.89306488,5.385339778,39129.2967,112.4331389,734827.508
57077.5803,5.224532959,6.952026674,33393.9166,200.1473958,991892.3175
75954.81825,6.710083719,7.418750603,34467.7587,200.7649806,1057252.583
52575.81517,3.866280583,7.173698882,41828.57962,165.9060021,1237224.859
63312.80567,4.860884548,8.199615241,43230.35216,163.6921063,1442632.541
82526.9621,4.546926594,7.748248953,43947.68026,217.946153,1877402.32
73204.94213,4.359084137,7.311912321,35090.50081,225.137812,1394518.415
56357.19314,5.292096891,5.240300887,38061.9983,101.4054458,953939.3299
71316.62465,3.892232313,7.088992691,21651.69941,205.0175354,1219778.034
75046.8482,6.016915371,8.877240042,32468.03115,232.208957,1287325.382
84474.16006,4.029145254,5.935909326,38677.81515,168.0676834,1739893.555
68162.68393,4.037793284,6.69735801,31843.87634,208.607373,1213382.223
62784.33295,3.427649785,4.652717554,35122.38947,124.7177881,1007478.748
67009.81567,4.150230063,7.610720856,39737.12261,176.9205295,1528756.126
67437.25036,4.232636763,6.703917223,29356.22337,176.2247026,1182459.772
65967.76931,4.152275024,7.777279444,35799.96255,232.0791329,1474546.762
42816.30589,3.396000077,7.04524851,47457.66221,182.7292672,1078016.94
83347.6697,5.531841573,5.475252653,48226.71893,131.0957321,1453381.624
81699.88,5.52019817,6.476007341,39527.04856,178.8458523,1495012.965
56143.78866,6.419877554,6.668979774,45084.03666,117.9942745,714148.4148
59513.83492,6.114868229,5.57471435,44162.27921,134.5861741,894292.0474
78379.41224,5.014302849,5.681833507,31357.38821,152.314069,1159841.831
70877.37574,4.233122846,7.213659075,36033.42685,182.6947279,1195986.299
61526.97445,4.406037461,9.180401429,27307.94803,214.8605359,1381430.63
65316.99602,3.585124769,6.733084867,55799.49748,180.4648076,1534889.853
76268.81833,4.057202133,6.147907596,38649.85239,144.8559183,1494125.33
48531.36423,4.136815961,8.517401059,39731.15056,175.4628156,1356146.261
82906.6548,5.098548344,5.767366136,38820.48194,139.3247135,1454943.074
63117.84405,6.059603295,5.636779395,43091.84514,127.1018063,774118.1878
75860.86115,7.30910943,4.788380207,41003.88008,93.28511659,889113.2389
68844.76425,6.139547,6.916808181,48392.49736,129.1031837,1211102.211
52446.26686,5.305389192,7.429639244,32934.5532,181.2700949,658646.1847
69342.70684,5.195313248,7.805903702,37082.37422,188.6279402,1400104.871
55932.05268,3.781690855,6.020201205,42488.31,163.3601012,1262017.792
53306.92214,6.367732282,6.194794325,39063.33871,130.7433032,553077.2126
56976.5464,4.938787759,7.259286709,46375.50249,139.99773,1203247.89
51296.48863,4.844740236,7.831766476,32078.9068,211.7253237,1115323.015
63995.00489,3.40246678,7.090050637,24748.26827,207.5416562,1301881.417
71915.14669,4.720246146,5.521216371,27714.29366,176.8127147,1006687.387
62137.59721,5.559274957,7.235191288,19045.61951,221.6767288,749383.0726
78050.96983,5.765955232,6.290305888,27789.74852,140.291744,1075596.587
67371.42086,5.666179288,6.624951289,24797.76476,154.0607506,739870.7936
59362.76638,3.517369758,8.003006746,44723.35373,223.2890426,1442945.145
57003.10964,3.98941654,6.356258719,29594.69337,146.0639624,828497.0671
68989.31221,4.924573982,7.879588245,32629.60383,186.1257237,1373290.861
70969.9021,6.098182201,6.396268006,24833.64615,181.0883136,925566.3313
82251.65301,3.258908666,7.636653827,18408.79864,201.0102151,1552536.764
71306.4573,5.226282837,6.68823017,43284.39716,183.2797599,1335904.501
70921.56857,5.334814615,6.375371505,29390.21727,134.0680226,960808.2911
70739.4601,4.289300424,7.166501646,35148.66775,151.2459255,1405933.019
58097.84182,4.613652004,6.144038119,19903.00008,188.5794686,619087.6936
51273.50885,3.967682774,6.888205629,53811.89491,151.1154712,1329273.228
76326.59232,5.97530513,4.936329009,42779.8313,126.5220986,1261843.844
63584.04588,5.167172429,6.029160867,46340.18858,162.3025016,1175781.418
86340.28729,6.069949,6.183440077,35630.56045,145.2086616,1437053.557
79471.23882,5.132730222,8.197289421,36616.16883,240.4649708,1594415.226
55879.50379,4.592053742,5.370386614,37360.06356,131.9036339,931357.9954
40503.54133,4.118221377,6.566175293,45979.47754,126.5510307,798639.6542
83394.40783,5.398513332,5.905024344,30487.52462,160.4567519,1451739.625
64501.22645,4.998358309,7.293476754,43869.30998,178.7725819,1278991.689
59569.53734,4.720463109,7.325379539,31294.65246,188.9583252,885920.5532
69280.31627,4.138451972,6.923618932,40290.91149,174.6554516,1425632.542
66342.48968,5.142733918,6.94910892,11792.81516,217.3153142,901881.7427
73367.04599,4.826709339,9.054709888,23684.78795,282.1760446,1521730.791
57122.22484,5.29234997,5.929733805,41972.77154,136.7914285,716771.0057
61978.84805,3.087723953,8.437966416,56957.18775,219.0361734,1696717.107
54299.96882,4.364100251,6.851535828,39512.66371,184.6960981,819598.0078
71424.40601,5.40106678,8.522538378,37242.56159,195.9711127,1584213.957
57353.15436,2.92455208,5.678555483,16906.42172,154.234218,798892.515
44731.1098,6.811341671,8.942797164,39633.47304,198.4922362,601973.0017
76175.49393,6.475859348,9.524973612,30760.99496,200.184022,1456486.293
66574.70999,5.449735271,6.844150153,69575.44946,116.2849306,1702406.039
91731.15438,5.815189288,7.94387972,33102.09542,224.3997216,1566471.008
75487.0326,4.546068322,7.737095684,41105.39063,214.5496187,1592210.176
58088.43813,4.982168999,5.790005274,51925.41161,153.3535064,937628.3467
76319.2186,4.126869802,6.294054951,48026.30837,170.1486569,1558547.578
60575.16244,5.092434408,6.964616002,32158.9679,171.3022265,1156329.274
69607.13367,3.922319174,7.833081192,34609.04022,208.0655395,1514349.692
67056.84048,5.777831478,7.163517523,25134.68148,210.8575324,1039107.326
60640.93188,5.834078471,5.355113624,43119.54066,117.1701653,809089.6719
69031.90888,5.220023754,5.501755138,15660.40301,137.5612171,675536.3915
80356.20939,6.339582176,9.710216896,16215.41728,250.0870843,1373589.804
60081.17662,4.231476304,8.204552838,60195.74627,208.1578899,1690091.019
61881.47931,4.480536947,7.114083652,35597.37289,215.8070463,1253370.149
59590.96529,4.108268959,5.736029404,24153.88252,155.0995075,774073.5619
89831.31929,5.79803628,7.719652764,45335.36028,187.7912076,1741959.834
72175.2835,3.578261054,6.828247305,50305.79541,144.7791728,1705762.788
67589.04884,4.78515737,6.060884656,33203.38392,133.8641053,1071109.917
77300.03144,5.739025274,6.936548024,29499.04095,162.665208,1118047.991
65382.88832,5.60318082,7.648386114,41723.05474,209.1174195,1165253.033
71145.2127,4.847890025,6.765832563,35642.53034,184.7916317,1280910.19
61053.038,5.212109308,5.687062576,40675.77383,109.2712602,841122.8824
65125.94787,5.071516557,7.057757992,37642.78527,190.0810513,1228810.745
51949.2957,4.790196963,8.051118256,35336.06305,210.4810236,1086072.071
75897.98884,5.683066713,6.768229399,34162.67061,176.938269,1204372.295
71468.3505,4.841956547,6.361238405,43269.03337,176.0071045,1345004.12
53287.99207,5.244390773,7.162322376,45152.01427,190.140708,1116902.345
61503.0406,5.86918687,7.015317326,37650.86971,174.5288497,822431.7303
68896.04856,4.61367482,8.365074594,28394.60978,252.5782803,1360623.694
91159.41833,4.463954572,7.373850919,54861.0911,173.9515652,2298379.487
63375.34848,4.32765994,7.883780977,45633.19224,226.4861784,1400498.268
59695.57147,5.55461715,6.032795265,20702.80267,177.7652502,566848.7321
63183.88974,5.429438063,7.541807496,58691.20066,156.9893091,1367586.278
61177.80813,4.001071718,7.088385883,26396.29111,204.6731761,1113373.52
58642.31122,5.790076907,6.275371125,35131.57815,175.7841783,721974.5515
53112.27806,5.861348185,6.325363471,40367.38387,164.6655989,685503.9903
40366.61629,6.097060411,7.6171181,16349.36539,201.0548698,152071.8747
62207.47581,3.702467177,7.002864274,34317.53831,187.5085387,1280431.574
57477.95076,5.594555179,7.207172822,23649.96887,197.1704658,568703.1838
55630.48896,4.716877164,8.933119985,38943.09599,244.2895335,1200764.844
72399.30556,4.259323688,7.552269769,41662.00007,191.7279841,1607161.637
89868.89193,6.495725421,7.234479887,30101.72457,186.9847432,1421715.415
59801.49103,6.789537242,4.954387464,33534.9264,122.4577589,311111.2006
61957.1543,3.158919498,7.472966963,38448.49148,160.3065927,1338044.383
71123.43282,4.314189063,6.16923837,44020.1441,147.2326342,1417870.983
55202.70547,6.624066756,8.259044318,28424.95165,169.010212,796389.438
79298.12201,3.811791865,5.336841156,15753.26664,144.0131351,1310207.133
65070.56701,3.856441493,5.579766055,24852.56515,154.042107,994897.7278
68494.98255,3.769635107,7.265462684,13998.57121,196.0714738,1202987.829
55702.20538,5.448042868,5.648555397,40087.79561,140.340797,768751.9005
57233.60849,3.106165839,6.036621215,37374.91924,165.406555,1211655.305
85313.88545,4.966842208,6.633757595,23974.43557,173.4111862,1540418.222
60224.65171,6.324059867,5.428846667,42182.86211,141.3932417,712228.4243
73873.81919,4.210129114,6.630909086,33336.32735,161.4620436,1525533.407
63149.48523,3.843705567,5.518835024,37578.84687,126.774513,1034218.402
58593.79404,6.337019094,6.333616932,39287.5279,149.0933892,874103.6606
73839.87242,4.553818048,8.274063584,47602.51021,215.3624293,1912825.285
75984.83111,4.274278689,7.887775836,42248.68586,179.9827994,1754770.59
82145.36942,4.45903205,6.876150329,25736.09605,174.8856671,1340066.913
69017.1828,5.222893852,5.783612779,55830.75284,153.5995046,1446756.863
75429.17898,4.181240839,7.570447111,36769.24968,165.7295881,1592768.242
69513.53892,6.877098467,7.641107312,14054.05343,203.1562981,660364.9813
57782.41708,5.840699022,6.332626733,33426.84938,165.1186534,861321.5807
74372.13845,4.43762041,8.184510518,34321.96015,173.5804058,1648246.774
63522.12193,5.461957151,6.952195766,31995.52529,149.8583268,977135.8857
61193.71483,3.352849118,9.086807717,33196.05984,194.8115544,1591934.19
60316.79073,6.691269792,5.564352875,33831.89363,115.9297969,695386.331
58469.9122,5.591100035,4.807387458,33547.98482,129.8265364,568977.0728
75179.90299,6.404079044,7.201635799,23978.0933,152.083736,935590.8043
56186.96329,7.007972054,8.960742515,41855.65474,190.4133407,984311.7745
73225.0663,5.066501464,6.868603895,61830.53972,142.5276819,1796245.808
74338.92771,5.915285132,5.186852796,18057.17178,162.3920947,720080.2321
52188.11873,5.363107909,5.807401479,42495.75468,142.7522742,783808.4025
83311.10394,4.309448595,8.297556745,30386.36631,195.1275087,1598615.974
72288.6752,4.400565303,7.979877824,39146.9205,211.3651033,1564125.238
54866.21569,4.013236725,7.285434147,35192.84403,212.2183699,929480.6299
85759.65776,6.210642582,8.965705366,25897.75802,206.616022,1414495.343
59453.34204,4.70888646,7.482571479,29697.64481,192.9552347,837668.1026
69878.7742,3.781669013,6.249192235,26814.17475,203.1069865,1197515.454
59243.29763,4.270479448,7.058764828,51405.35248,138.1272612,1232004.83
57853.3302,4.499905694,7.316551003,47688.2266,162.8004112,1285933.408
66643.31463,4.607165885,7.698007536,30971.15711,187.9626294,1361521.983
69248.29959,5.041264413,5.652694477,35990.10339,142.9927863,1090826.374
75129.72116,4.712163069,7.447318296,41620.2893,155.7850165,1475319.699
76209.99531,3.990954352,5.464338971,22721.6494,183.5137659,1066659.383
69342.37657,4.930513013,8.018121333,21641.97286,195.6765722,1117432.98
77630.95508,4.19037258,6.829667441,31739.88912,184.1037698,1420283.559
68929.15807,3.409121544,6.891969493,172.6106863,224.4998215,840272.8649
70990.80491,4.985185873,4.651974294,30904.25303,111.8439021,1024907.94
55860.68084,3.248205243,9.02450267,40335.22028,202.7794545,1494241.226
56380.9884,5.293739411,6.650904529,43994.24411,148.7554032,1125880.487
64306.33882,6.193382353,7.879677057,30762.36021,183.9753671,1082455.018
76547.9567,4.49677853,6.974804487,40564.64489,190.0991887,1554634.995
57101.71705,5.506838004,7.650205974,41104.46662,172.100728,1011365.365
76192.65604,3.696250174,7.337589917,21245.84162,224.0761327,1432756.517
79585.55223,5.221475305,8.430787826,31773.3374,224.3164826,1612717.553
70759.8558,4.632026674,5.493294013,25981.831,178.9931347,973299.8618
76907.23816,5.794491741,6.462700239,21658.40932,174.7231585,679228.9927
64744.94244,5.099752424,8.467599729,28880.01759,188.6415323,1270999.939
51976.02393,5.645077444,7.375559651,36360.16875,183.5864156,910211.0189
61252.63767,5.810088664,7.191572627,40890.26603,200.8291449,1026271.796
58841.14292,3.245839033,6.916338174,39555.07059,189.3844032,1496729.536
79112.64141,4.642749007,7.8515296,33771.74049,245.054917,1490539.058
76056.28911,4.519020129,8.245224408,28470.70147,264.4343161,1491838.494
52399.64822,4.195983029,8.971111959,18092.13036,214.9285751,996771.2482
77551.6278,5.464079054,4.679134254,35834.493,126.1486035,1064854.309
64160.81595,5.32239119,6.534959524,32339.00628,146.9350708,985749.7874
71167.03414,3.671056417,9.442325018,35174.87134,228.0944218,1952622.402
84963.66341,3.931533234,6.207145314,40447.01075,195.2457711,1754969.162
59712.82231,5.264500478,6.979752379,42601.84262,179.2539072,1122240.364
77733.73119,5.375499856,5.967832307,32074.57599,172.2661421,1236931.728
85707.07875,6.625851509,6.350156836,10424.41625,207.0121984,966084.4204
70280.36135,6.271195678,5.012885306,39662.74187,131.2466096,852268.6717
69330.74122,3.68109274,6.252757358,30097.83559,141.0499286,1280669.873
72988.70597,5.04062075,5.74843726,50566.6448,159.7411664,1190213.513
65697.82067,5.271798303,7.282106847,28742.12595,196.0366469,1123851.141
76245.21847,3.044233403,7.826124971,32016.23476,250.3573757,1689120.427
53546.87214,3.825430817,8.343557927,45504.20369,203.9460402,1573347.788
73643.0573,4.233146815,8.33708535,43152.13958,230.9065855,1696977.663
84774.45122,3.980333267,5.450658517,32383.55544,185.3393218,1414286.724
58140.94032,5.935144625,6.649447661,49337.53152,149.5869357,755292.1144
61881.16372,4.706414618,6.048295389,21397.4486,161.6446739,714706.4289
75312.25951,5.635017594,6.667365547,9487.921585,162.7728571,944001.5583
81328.8073,4.516846606,6.908829672,31231.5444,192.0641023,1523136.485
77931.47646,4.498313785,6.647662431,23182.60485,194.8713578,1422916.811
84602.59697,3.902754169,7.00842733,39683.438,153.2157249,1945618.658
72445.0333,5.511803121,6.509449186,69553.98833,115.7265566,1726719.067
57497.12815,4.325929335,7.524542188,43204.15762,168.3065053,1051123.833
87266.34023,2.751040634,7.234261404,45161.18768,224.509983,2249122.541
62431.9381,4.201006172,8.599555446,44115.98342,238.9139268,1523915.145
72107.42807,6.45769362,6.981984299,29981.34654,154.0959686,1039517.534
55577.07175,4.466083878,7.162535697,19560.01241,203.6679066,818057.8953
62327.89441,5.766022072,7.285225482,43364.42819,158.3711401,1115466.585
73931.14266,5.337713155,6.9812466,29568.95886,152.6714572,1258178.804
63429.27469,4.637434725,8.441119043,37998.99693,212.0183973,1435423.708
73423.90295,5.024626514,5.810942512,34711.78242,164.1066814,1153470.44
75175.87311,2.438238343,5.197253905,22367.48207,172.5872457,1425603.495
56636.24613,4.742971399,7.863188943,28139.36846,166.5123708,1048350.692
67665.93963,4.532873107,6.333920562,24758.48906,143.4187933,1214482.379
65986.81794,6.468222344,6.860860394,24056.60447,187.0775036,821859.0657
54273.91488,5.449456372,6.798805806,24233.06146,147.0243839,753652.2718
75547.84162,7.007579525,7.332769653,40043.10216,140.5917821,1220001.334
70151.08661,4.275876613,7.706580735,15255.23776,195.6736636,1075675.108
74449.12174,4.776373864,7.392675062,24837.59073,226.4642934,1396082.352
66919.64032,3.173564048,7.320562834,18867.78162,205.8120468,1137801.933
68473.86312,5.25349041,6.232295865,43146.98202,142.3903416,1159953.593
76113.21733,4.622063069,7.736294493,26481.51177,233.3868425,1487849.876
61212.19548,4.591499349,5.538058083,32045.55987,140.3364004,1103072.439
59768.80592,5.194267212,7.425903425,26202.63146,156.2790416,897291.1153
78847.53637,5.426768192,7.027355369,20653.89831,180.9453129,1214320.574
75735.3429,5.238244015,8.065659921,37268.26997,212.3264129,1364363.375
77847.34897,5.76034659,7.282521302,30231.80829,153.2900499,1249092.928
56231.1618,5.540154658,5.014916517,52657.03375,110.9142407,946479.2349
89163.49859,6.307144564,6.010742815,44016.14744,129.7855673,1659805.184
62377.06447,4.710006806,7.21840033,39075.95638,179.2063577,1285399.565
68864.2823,4.99794606,4.9673884,29802.32138,141.7816959,898281.9025
82440.89576,4.708498612,7.037477117,27545.52954,190.3365325,1483848.169
60948.88088,3.838134354,6.22497133,39754.38814,157.9805258,1353488.416
69729.60586,4.831744173,7.24149204,31719.74264,176.2470218,1268703.811
75491.79999,4.700731333,7.33029276,26013.68048,177.9345803,1448573.845
